age,workclass,educational-num,marital-status,occupation,relationship,race,gender,capital-gain,capital-loss,hours-per-week,income,native_country
33,4,7,2,12,0,4,1,0,0,60,0,United-States
33,4,9,2,6,0,0,1,0,0,40,0,United-States
36,7,5,2,3,0,2,1,0,0,40,0,United-States
55,4,10,2,4,0,4,1,0,0,36,0,United-States
19,4,10,4,7,3,4,1,0,0,40,0,United-States
35,4,9,4,4,1,4,1,0,0,60,0,United-States
34,4,3,4,7,2,1,1,0,0,40,0,Laos
62,7,15,0,10,1,4,0,0,0,35,0,United-States
33,6,10,2,3,0,4,1,0,0,40,1,United-States
39,4,5,2,3,0,4,1,4386,0,55,0,Mexico
36,2,10,2,13,0,4,1,0,0,40,0,United-States
41,4,13,0,1,4,4,0,0,0,33,0,United-States
39,6,9,2,3,0,4,1,0,0,60,0,United-States
38,0,9,2,0,5,4,0,0,1887,10,1,United-States
18,4,9,4,1,3,4,0,0,0,10,0,United-States
61,4,10,2,4,0,4,1,15024,0,45,1,United-States
20,1,11,4,1,3,4,0,0,0,36,0,United-States
35,6,9,2,14,0,4,1,0,0,65,1,United-States
27,4,9,4,7,3,4,1,0,0,40,0,United-States
66,4,6,6,8,4,4,0,0,0,38,0,United-States
21,4,9,4,14,2,2,1,0,0,40,0,United-States
20,4,10,4,8,3,4,0,0,0,18,0,United-States
34,4,10,0,1,3,4,1,0,0,40,0,United-States
63,4,3,4,9,1,4,0,0,0,50,0,?
20,0,9,4,0,4,4,1,0,0,40,0,United-States
31,4,9,5,13,1,4,0,0,0,40,0,United-States
41,4,16,2,10,0,4,1,0,2051,60,0,United-States
64,7,2,2,5,0,3,1,0,0,45,0,Columbia
32,4,13,4,4,1,4,0,0,0,40,0,United-States
30,2,9,2,14,0,4,1,0,0,50,1,United-States
36,6,13,2,5,0,4,1,0,0,72,0,United-States
22,4,10,4,5,3,4,1,0,0,12,0,United-States
53,2,10,2,4,0,4,1,0,0,50,0,United-States
50,4,9,6,1,1,0,0,0,0,40,0,United-States
36,4,13,2,4,0,4,1,0,0,40,0,United-States
41,5,7,2,4,0,4,1,0,0,40,0,United-States
55,4,13,4,4,1,4,0,0,0,35,0,United-States
38,4,13,2,12,0,4,1,15024,0,50,1,United-States
28,4,13,4,4,1,2,1,2174,0,50,0,United-States
24,2,13,4,10,3,4,0,0,0,37,0,United-States
60,4,10,0,1,2,4,0,0,0,40,0,United-States
54,4,6,2,8,0,2,1,0,0,40,0,United-States
27,5,9,2,3,0,4,1,0,0,60,0,United-States
30,4,14,2,10,5,4,0,0,0,30,0,United-States
54,4,9,6,14,1,4,1,0,0,45,0,United-States
44,4,10,2,3,0,4,1,5178,0,40,1,United-States
52,4,9,2,14,0,4,1,0,0,60,1,United-States
18,4,7,4,8,3,4,1,0,0,20,0,United-States
55,4,4,2,14,0,4,1,0,0,50,0,United-States
35,4,13,2,10,0,4,1,0,0,50,1,United-States
37,4,13,0,4,1,4,0,0,0,40,1,United-States
22,4,10,4,1,3,4,0,0,0,40,0,United-States
45,4,13,2,4,0,4,1,0,0,45,1,England
38,4,13,2,5,0,4,1,0,0,60,0,United-States
48,4,13,2,10,0,4,1,0,0,40,0,United-States
35,4,11,2,8,0,4,1,0,0,40,0,United-States
21,4,11,2,3,2,4,1,0,0,50,0,United-States
37,6,9,2,3,0,1,1,0,0,60,1,Philippines
18,4,7,4,12,3,4,1,0,0,25,0,United-States
26,4,6,0,7,3,4,1,0,0,35,0,United-States
48,5,13,2,3,0,4,1,0,0,50,0,United-States
51,4,10,5,1,1,2,1,8614,0,40,1,United-States
52,4,10,2,3,0,4,1,0,0,40,0,United-States
32,7,13,2,5,0,4,1,0,0,40,1,United-States
39,6,13,2,8,0,4,1,0,0,60,0,United-States
51,4,13,2,10,0,4,1,0,0,40,1,United-States
54,4,13,2,12,0,4,1,0,0,50,0,United-States
21,4,10,4,10,1,4,0,0,0,25,0,United-States
43,4,9,5,1,4,2,0,0,0,40,0,United-States
32,4,10,4,1,3,4,0,0,0,40,0,United-States
31,7,14,2,10,0,4,1,0,0,35,1,United-States
73,0,9,2,0,0,4,1,0,0,8,0,United-States
26,4,10,4,1,2,1,1,0,0,60,0,India
35,4,9,4,3,1,4,1,0,0,40,0,United-States
73,4,3,2,4,0,4,1,0,0,54,1,United-States
25,6,13,4,12,1,4,0,0,0,40,0,United-States
58,6,11,2,5,0,4,1,0,2377,65,0,United-States
32,4,9,5,8,3,4,0,0,0,37,0,United-States
28,4,13,2,10,0,4,1,0,0,40,0,United-States
41,6,14,4,12,1,4,0,0,0,30,0,United-States
53,6,9,2,3,0,4,1,0,0,48,0,United-States
49,4,9,5,1,4,4,0,0,0,35,0,United-States
55,4,13,2,10,0,4,1,0,0,40,1,United-States
29,4,10,2,1,5,4,0,7298,0,50,1,United-States
28,6,11,2,5,0,4,1,0,0,80,0,United-States
44,4,9,2,3,0,4,1,0,0,45,0,United-States
41,4,14,2,4,0,4,1,0,0,45,1,United-States
26,4,11,2,12,0,4,1,3103,0,45,1,United-States
23,4,9,2,12,0,4,1,0,0,40,1,United-States
37,6,13,2,10,5,4,0,0,0,40,1,Germany
23,4,13,4,10,3,4,1,13550,0,50,1,United-States
33,4,10,4,8,4,2,0,0,0,40,0,United-States
44,4,9,4,3,3,4,1,0,0,40,1,United-States
21,4,10,4,11,3,4,1,2907,0,30,0,United-States
36,4,7,2,4,0,4,1,0,0,40,0,Cuba
44,2,13,2,1,0,4,1,5013,0,40,0,United-States
23,4,9,4,8,4,2,0,0,0,40,0,United-States
26,4,9,0,4,3,4,1,0,0,40,0,United-States
32,4,3,4,8,1,4,1,0,0,40,0,Mexico
31,4,10,2,6,0,4,1,0,0,40,1,United-States
50,2,9,5,4,4,2,0,6497,0,35,0,United-States
18,5,10,4,1,3,4,0,0,0,20,0,United-States
49,4,13,2,4,0,4,1,0,0,50,1,United-States
59,4,9,0,8,1,4,0,0,0,40,0,United-States
38,4,9,5,7,4,2,0,0,0,28,0,United-States
50,5,10,2,12,0,4,1,0,0,55,0,United-States
51,5,10,2,3,0,4,1,0,1672,55,0,United-States
22,4,10,4,7,3,1,1,0,0,35,0,United-States
54,4,9,2,7,5,4,0,0,0,40,1,United-States
37,4,9,4,14,1,4,1,0,0,40,0,United-States
31,4,13,6,1,4,4,1,0,0,60,0,United-States
67,7,13,2,4,0,4,1,0,0,40,0,United-States
43,0,7,5,0,2,4,1,0,0,40,0,United-States
21,4,10,4,4,2,4,0,0,0,40,0,United-States
30,4,9,4,1,1,4,0,0,0,40,0,United-States
32,2,10,2,11,0,4,1,0,0,50,0,Cuba
36,4,11,4,3,3,1,1,0,0,40,0,United-States
33,2,13,4,1,1,2,1,0,0,40,0,United-States
37,4,9,2,3,0,4,1,0,0,56,0,United-States
29,4,15,2,10,0,4,1,7298,0,48,1,United-States
18,0,10,4,0,3,4,1,0,0,30,0,United-States
26,4,10,4,12,1,2,1,0,0,40,0,Haiti
51,4,4,2,10,0,4,1,0,0,40,0,United-States
39,4,9,2,7,0,4,1,0,0,40,0,Mexico
18,4,9,4,8,1,4,1,0,0,30,0,United-States
52,4,8,2,7,0,4,1,0,1628,40,0,United-States
31,4,10,2,5,0,4,1,0,0,40,0,Mexico
45,4,13,2,4,0,4,1,7298,0,53,1,United-States
38,4,10,2,7,0,4,1,0,0,38,0,United-States
21,4,12,4,12,1,4,0,0,0,35,0,United-States
33,4,9,5,6,1,4,1,0,0,40,0,United-States
39,4,10,0,3,4,4,1,0,0,40,0,United-States
31,4,9,2,7,0,4,1,0,0,40,0,United-States
43,4,13,2,4,0,4,1,0,1902,50,1,United-States
64,0,13,2,0,0,4,1,0,1672,10,0,United-States
33,5,13,2,4,0,4,1,7298,0,45,1,United-States
49,6,9,2,5,0,4,1,0,0,60,0,United-States
41,4,9,2,7,0,4,1,0,0,40,0,United-States
55,6,10,0,7,1,4,1,0,0,40,0,United-States
52,4,10,0,1,1,2,0,0,0,37,0,United-States
42,4,13,0,10,1,2,1,0,0,40,0,United-States
24,4,10,4,1,3,4,0,0,0,30,0,United-States
42,4,9,3,1,1,4,1,0,0,52,0,United-States
41,7,13,2,4,0,4,1,7298,0,40,1,United-States
35,4,9,2,7,0,4,1,0,0,40,0,Mexico
71,0,3,2,0,0,4,1,0,0,10,0,United-States
54,1,14,0,4,1,4,1,0,0,42,1,United-States
24,4,3,4,6,2,4,1,0,0,40,0,Mexico
59,0,9,6,0,4,2,0,0,0,40,0,United-States
30,0,7,4,0,4,2,0,0,0,40,0,United-States
57,1,13,2,4,5,4,0,0,0,40,1,United-States
58,7,14,2,4,0,4,1,15024,0,40,1,United-States
32,4,9,4,8,4,2,1,0,0,40,0,United-States
22,4,9,4,12,3,4,0,1055,0,25,0,United-States
20,4,9,0,8,4,4,0,0,0,25,0,United-States
60,0,13,2,0,0,4,1,0,0,40,0,United-States
51,4,9,0,10,4,2,0,0,0,40,0,?
26,2,9,4,1,3,2,0,0,0,20,0,England
33,4,7,2,3,0,4,1,0,0,40,0,United-States
19,4,6,4,12,4,4,0,0,0,40,0,United-States
50,6,9,2,8,5,4,0,15024,0,20,1,United-States
32,4,9,2,12,0,4,1,0,0,40,0,United-States
51,2,13,2,14,0,2,1,0,0,40,1,United-States
18,4,10,4,12,3,1,0,0,0,20,0,United-States
35,1,14,2,4,0,4,1,0,0,50,1,United-States
22,0,10,0,0,3,4,1,0,1602,25,0,United-States
46,4,9,0,3,1,4,1,0,0,55,0,United-States
37,4,9,0,12,4,4,1,0,0,45,0,United-States
45,4,10,2,1,5,4,0,0,1902,20,1,United-States
63,4,5,2,6,0,4,1,0,0,32,0,United-States
53,4,9,4,8,2,1,1,0,0,10,0,Philippines
24,4,9,4,1,3,2,0,0,0,40,0,United-States
65,0,7,2,0,0,4,1,0,0,29,0,United-States
43,4,12,4,10,1,4,0,0,0,32,1,?
47,4,9,2,7,0,4,1,0,0,40,0,United-States
41,4,9,4,4,4,4,0,0,0,40,0,United-States
27,4,9,0,7,1,4,1,6849,0,40,0,United-States
35,5,9,2,4,0,2,1,0,0,75,0,United-States
19,4,10,4,1,3,4,0,0,0,24,0,United-States
47,4,10,5,8,1,4,0,0,0,35,0,United-States
25,1,13,4,1,4,2,0,0,1590,40,0,United-States
59,2,15,2,4,0,4,1,0,0,40,1,United-States
28,4,6,4,7,4,4,0,0,0,40,0,United-States
17,4,6,4,12,3,4,0,0,0,20,0,United-States
21,4,10,4,4,3,1,1,2463,0,50,0,England
31,4,9,0,12,4,3,0,0,0,40,0,Mexico
49,4,9,0,6,1,4,0,0,0,40,0,United-States
48,2,14,2,10,0,4,1,7688,0,50,1,United-States
60,6,16,0,12,1,4,1,0,0,20,0,United-States
33,6,8,4,14,1,4,1,0,0,40,0,United-States
40,4,9,2,3,0,4,1,0,0,40,0,United-States
42,4,10,2,3,0,4,1,0,0,52,0,United-States
34,4,9,2,14,0,4,1,5013,0,40,0,United-States
38,1,11,0,1,3,2,1,0,0,52,0,United-States
58,6,10,2,4,0,4,1,0,0,70,1,United-States
20,4,10,4,1,1,4,0,0,0,40,0,?
52,4,10,5,12,2,4,0,0,0,55,0,United-States
22,2,10,2,11,0,4,1,0,0,40,0,United-States
24,4,13,2,5,0,4,1,0,0,35,1,United-States
39,4,9,0,7,4,4,0,0,0,40,0,Mexico
41,4,14,2,4,0,4,1,99999,0,55,1,United-States
37,0,10,2,0,0,4,1,0,0,30,0,United-States
56,4,5,2,3,0,4,1,2580,0,40,0,United-States
21,4,9,4,8,1,4,0,0,0,40,0,United-States
29,4,9,0,12,4,4,0,0,0,25,0,United-States
45,4,11,0,8,1,4,1,0,0,10,0,United-States
44,2,10,2,11,0,4,1,0,0,80,1,United-States
54,4,14,2,10,0,4,1,0,0,45,1,United-States
24,4,10,4,3,1,4,1,2174,0,40,0,United-States
40,4,13,2,4,0,4,1,0,0,50,0,United-States
43,7,13,4,10,3,4,1,99999,0,60,1,United-States
20,0,10,4,0,1,4,1,0,0,16,0,United-States
41,6,7,0,8,1,4,0,0,0,40,0,United-States
32,4,11,0,1,1,4,0,0,0,40,0,United-States
31,4,13,2,1,5,4,0,0,0,25,0,Mexico
26,4,9,0,1,1,4,1,0,0,40,0,United-States
50,7,13,2,3,0,4,1,0,0,40,1,United-States
62,5,11,2,4,0,4,1,3137,0,40,0,United-States
24,4,9,2,8,0,4,1,2885,0,45,0,United-States
58,4,13,0,4,1,4,1,0,0,65,1,United-States
44,5,10,2,3,0,4,1,0,0,40,1,United-States
44,4,8,0,8,1,4,1,0,0,40,0,United-States
37,5,10,2,14,0,4,1,0,0,50,1,United-States
65,6,4,4,5,1,4,1,2964,0,40,0,United-States
33,4,9,2,3,0,4,1,0,0,40,1,United-States
34,0,9,3,0,1,1,0,0,0,37,0,Taiwan
56,6,14,2,10,0,4,1,0,0,60,1,United-States
35,4,14,2,4,0,4,1,0,1977,48,1,United-States
33,4,13,4,10,3,4,1,0,1741,40,0,United-States
35,4,13,2,13,0,4,1,0,0,48,0,United-States
47,6,10,3,4,1,4,0,0,0,60,0,United-States
35,6,5,2,3,0,0,1,0,0,96,0,United-States
56,4,10,0,12,4,4,0,0,0,40,0,United-States
29,5,14,4,10,3,4,1,0,0,40,0,United-States
53,5,15,2,10,0,1,1,7298,0,50,1,Thailand
42,4,11,5,12,4,2,0,0,0,25,0,United-States
20,0,10,4,0,2,2,0,0,0,40,0,United-States
24,4,13,4,13,1,4,1,0,0,50,0,Taiwan
33,4,9,2,7,0,4,1,0,0,40,0,United-States
42,4,6,2,12,0,4,1,0,0,45,0,United-States
38,7,10,2,11,0,4,1,0,1887,50,1,United-States
32,4,9,4,7,3,4,1,0,0,40,0,United-States
20,6,4,4,3,3,4,1,0,0,20,0,United-States
32,4,9,2,3,0,4,1,0,0,50,0,United-States
28,2,10,2,11,0,4,1,0,0,40,1,United-States
51,4,9,2,3,0,4,1,0,0,55,1,United-States
41,2,9,4,8,3,4,1,0,0,30,0,United-States
37,2,12,3,8,4,2,0,0,0,50,0,United-States
23,4,9,2,8,5,4,0,0,0,40,0,United-States
40,4,9,2,3,0,4,1,0,0,40,0,United-States
47,4,6,2,7,0,4,1,0,0,40,0,United-States
46,6,9,2,4,0,4,1,0,0,50,0,United-States
24,4,13,4,12,1,4,1,0,0,40,0,United-States
40,4,9,0,7,4,2,0,0,0,28,0,United-States
30,6,9,2,7,3,1,1,0,0,60,0,South
41,7,15,6,10,1,3,0,0,0,52,1,United-States
37,7,13,2,1,5,2,0,0,0,45,1,United-States
49,1,9,2,14,0,1,1,0,0,40,0,Philippines
41,1,13,2,4,5,2,0,0,0,50,1,United-States
52,2,11,2,4,0,4,1,0,0,35,0,United-States
23,4,10,4,12,1,4,1,0,0,50,0,United-States
34,4,9,0,3,4,2,0,1471,0,40,0,United-States
25,7,13,4,4,1,4,0,0,2444,40,1,United-States
44,5,9,2,3,0,4,1,0,0,45,1,United-States
31,2,9,0,10,4,4,1,0,0,33,0,United-States
53,4,13,0,1,4,4,0,0,0,40,0,United-States
62,4,9,2,4,0,4,1,0,0,50,0,United-States
35,4,13,4,4,1,4,1,0,1876,55,0,United-States
30,1,13,4,10,1,4,1,0,0,40,0,United-States
48,7,9,2,1,5,4,0,0,0,40,1,United-States
36,4,13,4,10,1,4,0,0,0,40,1,United-States
32,4,7,0,8,1,4,1,0,0,33,0,United-States
22,4,10,4,9,3,4,0,0,0,28,0,United-States
17,0,7,4,0,3,4,1,0,0,40,0,United-States
19,4,9,4,10,1,4,0,0,0,40,0,United-States
26,4,9,4,1,1,4,0,0,0,40,0,United-States
20,0,10,4,0,3,4,1,0,0,40,0,United-States
56,7,10,2,4,0,4,1,0,0,35,1,United-States
45,4,4,6,8,4,4,0,0,0,21,0,United-States
23,4,10,4,1,3,1,0,0,0,40,0,Philippines
31,4,9,5,6,1,4,1,0,0,40,0,United-States
30,4,7,4,12,4,4,0,0,0,8,0,United-States
42,4,9,2,6,0,4,1,5013,0,35,0,United-States
27,7,15,2,10,0,4,1,0,0,60,0,United-States
37,4,13,2,4,0,4,1,0,0,50,1,United-States
31,4,9,4,7,1,4,1,0,0,60,0,United-States
33,4,13,5,10,1,4,0,0,0,40,0,United-States
64,4,1,2,6,0,1,1,0,0,40,0,Philippines
32,4,9,0,8,1,4,0,0,0,40,0,United-States
62,0,9,2,0,0,4,1,5178,0,40,1,United-States
37,4,10,2,3,0,4,1,0,0,40,0,United-States
25,4,7,2,14,0,4,1,0,0,40,0,United-States
49,4,9,2,1,0,4,1,4064,0,40,0,United-States
36,4,13,2,10,0,4,1,0,1902,40,1,United-States
67,4,10,2,6,0,4,1,10566,0,15,0,United-States
54,4,9,2,6,0,4,1,0,0,40,1,United-States
45,2,16,4,10,1,4,0,0,0,40,1,United-States
30,4,10,4,3,1,4,1,0,0,40,0,United-States
39,7,9,2,11,2,4,0,0,0,40,0,United-States
57,4,6,0,8,1,0,0,0,0,20,0,United-States
57,4,6,4,8,1,4,1,0,0,40,0,United-States
23,6,9,2,5,0,4,1,0,0,40,0,United-States
49,2,9,2,8,2,4,1,0,0,40,0,Italy
46,7,13,2,10,0,4,1,0,0,10,1,United-States
41,7,13,4,13,1,4,0,0,0,43,0,United-States
44,4,11,2,13,0,4,1,0,0,45,0,United-States
25,4,13,4,8,3,4,0,2463,0,30,0,United-States
34,2,13,2,3,0,2,1,0,0,45,1,United-States
24,4,13,4,12,3,4,1,0,0,25,0,United-States
32,4,13,4,4,1,4,0,0,0,45,0,United-States
27,2,9,2,13,0,4,1,0,0,50,1,United-States
67,4,8,2,7,0,2,1,0,0,40,0,Cuba
36,4,9,2,3,0,4,1,0,0,40,0,United-States
40,4,10,0,4,1,4,1,0,1408,48,0,United-States
24,4,9,2,14,0,4,1,0,0,40,0,United-States
46,4,13,2,12,0,4,1,0,1902,40,1,United-States
44,7,9,0,1,4,4,0,0,0,38,0,United-States
23,6,10,2,3,0,4,1,0,0,40,1,United-States
46,4,15,4,10,1,4,1,0,0,90,0,United-States
31,4,11,4,13,1,4,1,0,0,40,0,United-States
21,2,10,2,11,3,2,1,0,0,40,0,United-States
61,4,9,2,3,0,4,1,0,0,40,1,United-States
71,6,9,2,5,0,4,1,0,0,15,0,United-States
42,4,13,2,4,0,4,1,0,0,40,1,United-States
27,0,10,2,0,0,2,1,0,0,5,0,United-States
21,7,10,4,8,1,4,0,0,0,16,0,United-States
21,4,1,4,5,1,4,1,0,0,25,0,Mexico
28,2,13,0,10,1,4,0,2354,0,60,0,United-States
27,2,12,4,10,3,2,0,0,0,37,0,United-States
32,4,10,4,8,1,4,0,0,2001,25,0,United-States
47,4,9,0,6,1,4,1,0,0,40,0,United-States
22,4,12,4,4,1,4,1,0,0,35,0,England
56,4,9,2,13,0,4,1,0,0,40,0,United-States
20,4,9,2,8,2,4,0,0,0,40,0,United-States
30,4,10,4,12,1,4,0,0,0,40,0,United-States
22,4,10,4,8,3,4,0,0,0,25,0,United-States
28,4,11,2,3,0,4,1,7688,0,45,1,United-States
50,4,14,2,4,0,4,1,0,0,55,1,United-States
66,7,9,2,7,5,4,0,1424,0,10,0,United-States
38,4,10,4,8,1,4,1,0,0,46,0,United-States
62,4,8,2,4,0,4,1,0,0,30,0,United-States
36,1,14,0,13,1,4,0,0,0,40,1,United-States
47,4,6,2,3,0,4,1,0,0,35,0,United-States
25,4,9,4,13,1,4,1,0,0,40,0,United-States
26,4,10,2,14,0,4,1,0,0,40,0,United-States
37,4,7,2,5,0,4,1,0,0,40,0,United-States
70,6,4,2,3,0,4,1,0,0,8,0,United-States
52,4,7,2,14,0,4,1,0,0,40,0,United-States
70,4,5,2,4,0,4,1,0,0,18,0,United-States
19,7,9,4,11,3,4,1,0,0,40,0,United-States
23,4,7,4,3,3,4,1,0,0,3,0,United-States
37,4,13,2,10,5,4,0,0,0,16,1,?
37,4,7,5,12,4,2,0,0,0,40,0,United-States
45,7,10,0,10,4,2,0,0,0,40,0,United-States
29,4,13,2,4,0,4,1,0,0,50,1,United-States
56,6,13,2,4,0,4,1,0,0,20,0,Poland
50,4,14,2,13,0,4,1,0,0,40,0,United-States
20,4,9,4,1,2,4,1,0,2001,30,0,United-States
26,4,13,4,1,1,4,1,0,0,40,0,United-States
41,5,15,2,10,0,4,1,0,2415,60,1,United-States
21,4,9,4,6,3,4,1,0,0,40,0,United-States
48,6,3,2,3,0,4,1,0,2042,50,0,United-States
22,4,10,4,8,1,4,1,0,0,40,0,United-States
37,7,12,2,8,0,4,1,0,0,35,0,United-States
47,4,10,2,3,0,2,1,0,0,30,1,United-States
61,4,13,0,12,4,4,1,0,0,40,0,United-States
47,2,14,2,10,0,4,1,0,0,40,1,United-States
37,4,9,2,3,0,4,1,0,0,25,0,United-States
46,7,11,5,1,4,2,0,0,0,40,0,United-States
42,6,9,2,12,0,4,1,0,0,48,0,United-States
41,4,9,0,1,4,4,0,0,0,40,0,United-States
33,2,5,2,8,0,4,1,0,0,40,0,United-States
27,4,12,4,13,1,4,1,0,0,40,0,United-States
40,1,13,2,4,0,4,1,0,0,39,0,United-States
56,4,6,2,7,0,4,1,0,0,40,0,United-States
35,1,16,2,10,0,4,1,0,0,55,0,Canada
24,4,11,4,3,1,4,1,0,0,40,0,United-States
73,6,10,2,10,5,4,0,0,0,1,0,United-States
36,4,10,4,12,1,4,1,0,0,50,0,United-States
31,4,13,2,3,0,4,1,0,0,50,1,United-States
50,0,9,2,0,0,2,1,0,0,45,0,Haiti
36,4,9,4,6,1,2,1,0,0,40,0,United-States
37,4,9,2,12,0,2,1,0,0,40,1,United-States
26,4,13,4,10,1,4,0,0,0,55,0,United-States
20,4,9,4,11,3,4,1,0,0,40,0,Cuba
58,4,13,2,10,0,4,1,0,0,40,1,United-States
45,7,13,2,10,0,4,1,0,0,40,1,United-States
33,0,13,4,0,3,4,1,0,0,40,0,United-States
31,4,13,4,13,1,4,0,0,0,40,0,United-States
44,4,15,2,10,0,4,1,99999,0,60,1,United-States
19,2,10,4,10,3,4,0,0,0,30,0,United-States
54,4,9,2,13,0,2,1,0,0,50,1,Puerto-Rico
31,7,14,2,10,0,4,1,0,1740,40,0,United-States
27,4,9,2,3,0,4,1,0,0,35,0,United-States
36,4,10,2,12,0,4,1,5178,0,40,1,United-States
47,1,10,0,1,1,4,1,0,1876,40,0,United-States
35,4,13,2,4,0,4,1,0,0,45,0,United-States
42,4,2,2,1,0,4,1,0,0,55,1,Portugal
45,4,13,0,4,1,4,0,0,0,40,0,United-States
70,4,9,2,3,0,4,1,1455,0,40,0,United-States
27,2,8,4,8,3,2,0,0,0,44,0,United-States
36,4,9,2,10,0,4,1,0,0,60,1,United-States
23,4,9,3,7,1,4,1,0,0,40,0,United-States
25,4,13,4,4,1,4,1,0,0,50,0,United-States
45,6,10,2,3,0,4,1,7688,0,45,1,United-States
24,4,9,4,6,3,4,1,0,0,30,0,United-States
90,4,12,2,12,0,4,1,0,1825,50,1,United-States
50,4,9,2,7,0,4,1,0,1902,44,1,United-States
37,4,9,2,3,0,4,1,7688,0,99,1,United-States
31,4,10,4,1,1,4,0,0,0,40,0,United-States
17,4,7,4,5,3,4,1,0,0,40,0,United-States
26,4,10,4,1,1,2,1,0,0,38,0,United-States
41,4,16,2,10,0,4,1,0,0,60,0,United-States
50,5,9,2,4,0,4,1,0,0,60,1,United-States
45,6,9,2,14,0,4,1,0,0,80,0,United-States
54,6,10,2,12,0,4,1,0,0,55,1,United-States
54,4,9,2,3,0,4,1,0,0,40,0,United-States
38,4,9,4,7,3,4,1,0,0,40,0,United-States
22,4,9,2,12,2,4,0,0,0,38,0,United-States
43,4,9,2,7,0,4,1,0,0,40,0,United-States
19,0,9,4,0,3,4,0,0,0,30,0,United-States
30,4,13,2,13,0,4,1,0,0,40,1,United-States
31,0,5,0,0,4,4,0,0,0,40,0,United-States
42,4,9,5,3,1,4,1,3325,0,40,0,United-States
48,4,10,2,7,0,4,1,0,0,40,1,United-States
56,4,10,2,14,0,2,1,0,0,35,1,United-States
21,2,10,4,1,4,4,1,0,0,36,0,United-States
45,4,13,2,3,0,4,1,0,0,40,0,United-States
37,4,15,2,4,0,4,1,0,0,40,1,United-States
38,2,13,2,10,0,4,1,0,0,30,0,United-States
34,4,10,2,12,0,4,1,0,0,50,0,United-States
29,4,9,0,11,3,4,1,0,0,40,0,United-States
24,4,9,2,7,0,4,1,0,0,40,0,United-States
79,0,14,4,0,1,4,0,0,0,23,0,United-States
35,4,12,4,7,1,4,1,0,0,55,0,United-States
39,6,6,2,14,0,4,1,0,0,70,0,United-States
73,6,4,2,5,0,4,1,0,0,12,0,United-States
57,4,11,4,8,3,4,0,0,0,40,0,United-States
35,5,13,2,12,0,4,1,0,0,50,0,United-States
60,4,9,2,6,0,4,1,0,0,32,0,United-States
19,0,10,4,0,3,2,0,0,0,40,0,United-States
54,4,9,2,7,0,4,1,0,0,40,0,United-States
53,6,13,2,3,0,4,1,0,0,40,0,United-States
23,4,10,4,4,2,4,0,0,0,40,0,United-States
57,6,10,2,4,0,4,1,0,0,48,1,United-States
27,6,6,4,12,3,4,0,0,0,48,0,United-States
25,4,9,4,4,3,2,1,0,0,40,0,United-States
38,4,9,2,3,0,2,1,0,0,40,0,United-States
48,4,10,2,12,0,2,1,0,0,60,1,United-States
24,4,9,4,1,4,4,0,0,0,45,0,United-States
67,5,10,2,12,0,4,1,0,0,40,0,United-States
20,4,9,4,8,3,2,1,0,0,35,0,United-States
38,4,16,2,10,0,1,1,0,0,40,1,China
54,4,4,2,3,0,4,1,0,0,40,0,United-States
20,6,10,4,5,3,4,1,0,0,40,0,United-States
57,4,6,5,4,1,4,1,0,0,55,0,United-States
34,1,13,4,4,1,4,1,0,0,44,0,United-States
34,4,9,5,3,4,4,1,0,0,49,0,United-States
80,4,9,3,7,1,4,0,0,0,16,0,United-States
40,4,9,2,7,5,4,0,0,0,40,0,United-States
19,2,7,4,6,2,4,1,0,0,35,0,United-States
35,4,10,2,11,0,4,1,0,0,56,0,United-States
21,4,9,4,12,4,4,0,0,0,40,0,United-States
59,2,7,2,8,0,4,1,0,0,40,0,United-States
53,4,10,2,14,0,4,1,0,0,40,1,United-States
41,6,11,2,8,5,4,0,3103,0,40,1,United-States
59,4,9,2,14,0,4,1,0,0,55,0,United-States
21,0,10,4,0,3,4,0,0,0,35,0,United-States
52,4,2,0,5,1,2,1,0,0,40,0,United-States
48,4,3,2,6,0,4,1,0,0,40,0,Mexico
24,4,8,4,7,3,2,1,0,0,40,0,United-States
49,4,15,2,12,0,4,1,0,0,40,1,United-States
19,4,9,4,1,3,4,1,0,0,50,0,United-States
50,4,9,0,8,1,4,0,0,0,40,0,United-States
39,4,12,2,3,0,4,1,0,0,60,1,United-States
25,4,9,2,8,5,2,0,0,0,40,0,United-States
66,4,4,0,8,2,1,0,0,0,40,0,Philippines
30,4,10,4,4,1,4,1,4416,0,40,0,United-States
49,4,14,2,4,0,4,1,15024,0,80,1,United-States
40,6,10,2,3,0,4,1,0,0,45,0,United-States
38,4,6,2,8,0,4,1,0,0,40,0,United-States
25,4,7,2,3,0,4,1,0,0,40,0,United-States
51,7,9,0,4,1,4,1,0,0,37,1,United-States
23,2,13,4,1,3,4,0,0,0,40,0,Germany
60,6,5,2,4,0,4,1,0,1887,67,1,United-States
44,4,9,0,12,1,4,1,27828,0,60,1,United-States
53,6,15,0,10,4,4,1,25236,0,60,1,United-States
66,6,13,2,10,0,4,1,0,0,20,1,United-States
18,0,9,4,0,3,4,0,0,0,45,0,United-States
44,2,11,0,7,4,0,1,0,0,40,0,United-States
38,4,9,2,7,0,2,1,0,0,40,1,United-States
30,4,13,2,1,0,4,1,0,0,40,1,United-States
36,4,9,4,7,1,4,1,3674,0,42,0,United-States
38,2,10,2,1,0,4,1,0,0,40,1,United-States
